pH,x1,x2,y
5.69,3.5499316,0.882255833,0.52
5.82,3.88080789,0.972752733,0.525
5.9,4.58842238,1.127615342,0.505
5.87,4.435484555,1.157296108,0.525
5.93,4.19662761,1.183216367,0.49
5.89,4.098398295,0.907172225,0.52
5.8,4.343633215,1.091257,0.5
5.82,4.44872747,0.907337492,0.5
5.99,4.37516317,1.06129565,0.445
5.85,5.561212275,1.126976992,0.515
5.99,4.50977365,0.820486983,0.48
5.94,4.371477355,1.134370992,0.47
5.54,3.658902105,1.054160467,0.655
5.77,3.82930055,1.033556342,0.55
5.83,5.947035845,1.455380108,0.485
5.94,5.298370415,0.86430435,0.495
5.95,3.749880475,1.234216675,0.46
5.57,3.848295595,0.450666458,0.88
5.49,2.87796366,0.402859758,0.615
4.82,2.684571565,0.332846358,1.125
5.58,2.211630505,0.821475325,0.555
5.67,3.60909268,0.742675233,0.525
5.46,1.94084802,0.955123233,0.53
4.11,1.48176175,0.332514858,1.13
3.97,0.56328674,0.186657983,1.51
3.83,0.59622298,0.328339942,1.85
5.93,1.821825105,0.478208317,0.53
5.49,3.544347445,0.6772031,0.58
5.8,6.83908935,0.6652064,0.445
5.64,7.93551909,1.098606017,0.65
5.41,3.423799745,0.343528958,0.78
5.77,5.50441352,0.368162442,0.425
5.87,2.99453602,0.348883375,0.4
5.77,1.50704245,0.2394666,0.31
5.5,2.08832208,0.351543183,0.435
5.88,6.011905295,0.740712158,0.24
5.69,3.792631905,1.005592992,0.355
5.96,3.06610035,1.208798475,0.27
5.82,1.274978335,0.394692725,0.225
4.94,1.790096515,0.642933467,0.84
5.41,0.980487375,0.309455758,0.275
5.25,1.125464095,0.3607509,0.395
5.89,1.78335602,0.572164183,0.245
5.93,3.49172189,0.932478533,0.265
5.57,1.42335182,0.554299467,0.26
5.86,3.77291709,1.624735242,0.295
4.97,1.18329822,0.481657033,0.665
5.19,1.327418405,0.567017067,0.44
4.27,1.27069724,0.330391483,0.87
4.33,1.14394405,0.390492542,0.89
4.81,0.996502015,0.319513633,0.475
5.89,1.799205375,0.534822142,0.285
5.68,4.03658284,0.9432123,0.33
4.14,4.09950138,0.993846917,1.455
4.79,4.287775435,1.017178292,0.94
5.9,2.19861654,0.595694517,0.245
4.51,1.667376095,0.68415525,0.8
4.2,1.23503189,0.366003642,0.745
4.33,1.101758385,0.404134142,0.64
4.58,16.77917257,0.899586808,0.94
4.79,4.867909795,1.155450917,0.765
4.88,6.396962615,1.618257133,0.84
5.58,4.285876945,0.961251825,0.39
5.36,1.823019035,0.599680292,0.39
4.14,1.453541595,0.271978917,0.805
4.95,2.509100165,0.695813825,0.59
4.62,1.87573425,0.483112275,0.655
5.71,2.006606495,0.683149825,0.22
5.02,0.90233253,0.277409867,0.305
3.59,1.8558231,0.402845375,1.655
5.03,3.70089384,0.963604483,0.54
5.96,5.438148015,0.910595183,0.215
5.78,4.138204035,1.462732492,0.32
5.8,1.046808445,0.165466592,0.285
5.47,1.163226755,0.25845135,0.31
4.95,1.14135305,0.353112683,0.405
5.62,1.139908945,0.265874083,0.22
5.8,1.07124149,0.202195225,0.205
4.69,0.813025585,0.199060033,0.43
3.96,0.918716365,0.667341258,2.175
4.16,0.688987915,0.601460325,1.83
4.17,0.72871106,0.748296483,2
4.05,0.66995194,0.455431675,2.195
4.15,1.179917765,0.547293392,1.75
4.85,3.8574231,0.967735092,1.345
4.13,1.15187044,0.416010742,1.97
4.36,1.636553115,0.699617133,1.445
5.75,4.549888575,0.820784208,0.485
4.71,1.59398918,0.525775825,0.7
4.68,1.676670175,0.403271308,0.775
5.21,2.411871065,0.575992925,0.68
4.56,3.079954415,0.716566417,1
4.89,1.693189645,0.283728425,0.745
5.9,5.36940315,1.0023547,0.345
5.92,3.52124963,0.620796175,0.33
5.17,9.15530491,2.198883242,0.915
5.63,7.702683305,1.19417625,0.495
5.54,9.305828955,0.790819967,0.7
5.32,5.597705875,0.56807555,0.77
4.75,3.329975485,0.613814417,0.835
5.5,3.855661645,0.717179092,0.475
5.09,2.717516075,0.427159633,0.625
4.9,5.61304993,0.970093958,0.96
3.93,1.31067962,0.223892508,1.08
4.45,3.306651605,0.661452183,0.94
5.75,4.56374238,1.235472125,0.39
5.73,4.01597544,0.702141325,0.345
4.3,3.3402515,1.045796958,1
5.83,10.38647838,1.456999217,0.355
4.68,2.85924755,1.334058842,0.85
4.63,3.068764135,1.174826683,0.83
5.35,6.8111582,1.44068265,0.52
5.71,7.695554175,1.853779908,0.33
5.57,8.179421455,1.631269425,0.465
5.33,6.30754772,1.717464242,0.51
5.7,7.249598125,1.76075335,0.36
5.53,6.23104344,1.163336308,0.405
5.33,6.19157973,2.119414433,0.555
5.33,6.0603413,2.150267083,0.52
5.42,5.83160446,1.276447192,0.475
5.86,6.390729815,1.495046533,0.285
5.57,4.62899055,1.18578335,0.435
5.5,4.41249133,1.042958817,0.44
5.52,5.86069359,1.407256942,0.455
5.51,6.01964759,1.366318692,0.4
5.01,4.463338215,1.091560042,0.72
5.62,4.68779888,0.754274592,0.325
4.88,3.15300308,0.863085208,0.62
4.71,5.60027045,1.5884628,1
5.51,7.88020235,1.371137292,0.51
5.02,7.203181995,1.221201508,0.93
5.33,5.631548535,0.879412217,0.405
3.88,4.38150213,1.16925815,2.105
5.42,10.15541682,1.569072092,0.515
5.91,11.54636141,1.977797592,0.31
5.1,8.172987545,1.374175042,0.91
4.17,1.5827821,0.255882383,0.96
4.24,0.89074033,0.143545317,0.425
5.69,1.187007415,0.236770425,0.19
5.06,3.6908416,1.055202175,0.45
5.97,4.842456415,1.646566183,0.235
3.88,2.275443525,0.335214325,1.06
4.37,2.816309825,0.934131942,0.765
5.21,6.41694663,1.707449517,0.565
3.76,1.411869225,0.266675767,0.825
4.71,2.340855835,0.259900367,0.565
5.34,5.4152605,1.412134733,0.455
4.63,2.066026075,0.353586092,0.615
4.07,2.250782795,0.404992733,0.95
4.8,2.149174845,1.151590433,0.52
4.43,2.87117611,0.786790883,0.74
3.42,2.819558635,0.618019367,2
3.83,2.99845883,0.615961633,1.17
4.9,3.295806315,0.71760705,0.55
5.06,3.305378185,1.986243042,0.535
5.06,4.45954411,0.485359683,0.525
3.84,2.274523515,0.260838442,0.98
5.7,2.528826485,0.405828908,0.34
5.49,2.334777875,0.285579925,0.325
5.34,3.11262965,0.4456883,0.39
3.98,1.35435275,0.204485825,0.85
4.58,2.28215001,0.328147342,0.57
4.62,2.411654735,0.322592017,0.55
4.46,2.305583685,0.3459833,0.89
3.88,0.98120867,0.188025533,0.74
4.81,1.100906935,0.1619339,0.335
5.39,1.59017097,0.235829975,0.285
5.43,1.53508412,0.220020992,0.245
5.5,1.142800475,0.14385035,0.22
5.59,0.87181111,0.105665558,0.195
4.16,0.64795617,0.114081425,0.355
3.9,0.758380485,0.083576467,0.55
4.63,1.057740375,0.197643308,0.4
4.08,0.991259795,0.092472383,0.51
5.6,6.32905045,0.737511067,0.485
5.78,2.169754265,0.4173033,0.31
5.78,3.598063785,0.504545342,0.325
5.32,3.3023136,0.549493267,0.5
5.97,3.12624392,0.619838417,0.245
5.7,4.60152742,0.813358933,0.395
5.95,3.764060845,0.651726617,0.285
5.87,4.12369557,0.561790217,0.255
5.51,3.186336085,0.536170042,0.465
5.76,3.611525835,0.46623195,0.35
5.59,3.371722355,0.513541717,0.345
4.83,2.627509435,0.466261008,0.67
5.71,4.584787225,0.508513142,0.27
5.97,10.97459315,1.451650225,0.34
5.77,3.044039155,0.410024533,0.315
5.68,3.34496197,0.396762317,0.33
5.52,5.41439694,0.588605942,0.525
5.81,5.055308435,0.71479545,0.325
5.93,3.68844755,0.544619317,0.265
5.97,8.990957415,1.057523125,0.295
5.35,5.651979185,1.189252717,0.68
5.22,5.87226051,0.9301706,0.75
5.27,9.090309375,1.475053867,0.92
5.43,4.60660816,1.385438958,0.655
5.87,11.38761934,2.513601442,0.575
5.88,13.08351219,2.899873583,0.435
5.12,4.452563695,0.747615542,0.745
5.65,5.50533596,1.192982633,0.485
5.07,6.330943365,1.245155425,1
4.97,4.06706024,0.599707358,0.85
5.92,7.021467045,1.104902108,0.405
5.9,5.48476559,0.844944417,0.38
5.8,10.68224736,1.943770042,0.415
5.59,5.949521535,0.833372167,0.545
5.81,4.321087035,0.482191892,0.37
5.09,5.363854805,0.967340217,0.82
5.91,8.720790815,0.6652655,0.335
5.03,7.45984291,0.807749967,1
5.24,6.49492997,1.0349664,0.905
5.85,5.70266566,1.463540733,0.435
5.93,9.81043928,1.560860108,0.385
5.66,3.89272933,0.646965017,0.455
5.71,6.13721347,1.108608117,0.5
5.21,6.791225385,1.015130958,0.905
5.76,6.68773741,1.966854375,0.46
4.72,4.05834435,1.3165456,1.135
4.43,2.485123985,0.782878558,1.075
4.52,2.369461155,1.010894417,0.97
4.09,1.964842775,0.535566517,1.445
4.34,1.09105246,0.199876192,0.615
4.27,0.879706965,0.227351967,0.705
3.94,1.546513345,0.332471617,1.18
4.27,1.193521445,0.233753817,0.655
4.55,1.206887425,0.293446583,0.495
4.91,8.33257811,2.332984558,1.13
4.96,4.55280385,1.107324108,0.77
5.5,19.36764946,4.830781367,0.67
5.88,17.87649466,3.324973042,0.34
4.05,3.0009647,1.415106617,2.21
4.62,2.944680445,1.718111333,1.365
4.29,2.083097945,2.059708833,2.52
4.53,2.125159915,2.44373555,0.735
4.17,2.51140721,4.955761875,1.355
4.14,2.365915385,5.157578233,1.13
4,2.485937095,1.309338417,1.795
4.65,2.735759825,2.041445025,0.93
5.68,3.760266945,3.968127025,0.3
4.27,2.349260505,1.53408115,1.445
3.99,2.14637617,3.045908658,2.545
3.97,3.638871585,3.463751742,2.7
4.4,2.803958965,1.759042692,1
5.2,3.87423142,3.0271421,0.515
5.06,3.582205255,3.449868125,0.605
5.06,3.373360565,0.963356092,0.675
5.32,4.564267485,6.349217225,0.625
5.37,3.88952801,5.340993108,0.56
5.01,2.12853078,1.4368095,0.705
5.21,2.360761305,2.172023517,0.48
4.17,3.417342995,0.947516317,1.22
5.14,2.5908849,3.2623739,0.615
4.72,3.241110005,5.725285958,1.145
5.58,2.548880485,0.576447575,0.29
5.56,1.67758753,0.348413675,0.26
5.86,2.68605284,0.450597592,0.255
5.5,2.5554259,0.4565098,0.38
5.86,2.15224482,0.275092558,0.245
5.6,1.859008795,0.60621235,0.35
5.77,3.236438485,0.562808083,0.275
5.6,3.80469881,0.535143275,0.395
5.15,2.667681475,0.440684658,0.53
5.15,2.34917326,0.341549742,0.22
5.96,2.451148925,0.547103033,0.225
5.6,1.611121435,0.32927315,0.28
5.78,2.247617175,0.527288717,0.26
5.96,2.66782823,0.50183255,0.235
5.5,2.45554971,0.487408825,0.4
4.96,1.55077579,0.332528858,0.435
5.77,2.26443208,0.42496495,0.255
5.23,1.49761746,0.2780125,0.38
5.73,3.10965042,0.553743917,0.27
5.67,4.510403695,1.086266075,0.435
5.51,1.613108655,0.677443133,0.29
5.78,3.40939003,1.785092833,0.325
5.95,3.539113,1.019937092,0.21
4.71,2.15382612,0.71423605,0.485
5.86,2.014570935,0.78402445,0.23
5.77,2.65787328,1.12484435,0.23
4.7,1.60122136,0.567932308,0.48
5.59,3.27554954,1.369956608,0.325
5.5,5.99965079,0.8393862,0.62
5.85,1.692402765,0.563699708,0.205
5.55,1.726080295,0.484924308,0.235
3.83,0.96961868,0.290899325,0.695
5.2,1.768788875,0.595945217,0.305
4.88,1.605326765,0.493641,0.425
5.75,9.686265245,1.356832558,0.365
5.59,9.656323545,1.282978917,0.58
5.15,4.551346975,1.102495367,0.875
5.44,8.50577638,1.13903045,0.685
4.72,3.22097273,1.168401242,1.285
4.51,1.658136965,0.847593842,1.44
4.43,1.732674475,0.640762317,1.55
5.9,8.25804485,1.063387808,0.32
5.63,8.100552625,1.515034192,0.46
5.58,7.42098962,0.966370433,0.56
5.8,4.130867505,2.480659325,0.77
4.62,1.88224115,1.314832325,0.52
3.84,1.40596267,1.266653217,1
4.4,1.86029059,0.692979117,0.665
5.12,1.54844479,0.354933108,0.24
5.98,6.68598569,1.778240225,0.25
5.88,3.394247135,0.977935783,0.2
5.31,2.556012205,0.794059092,0.305
5.64,3.55459851,1.070115008,0.225
5.63,2.725874445,0.763640825,0.275
5.79,2.46369896,0.553012542,0.22
5.52,2.120221685,0.320874108,0.19
5.63,2.54275889,0.411350892,0.21
5.92,14.80528735,1.687496783,0.32
5.94,14.59510503,1.769083983,0.34
5.5,8.281091105,1.087920092,0.455
5.37,7.116933535,1.015524242,0.78
5,3.182330985,0.570070092,0.91
5.4,5.565811405,1.329041392,0.6
5.04,5.46397276,1.7124331,1.2
4.93,4.34829262,1.042118333,1.45
4.76,3.28964061,1.108219442,1.53
5.03,2.35467093,0.615903533,0.715
5.44,5.047090265,1.135554375,0.615
5.59,1.10013086,0.267977542,0.225
5.83,4.11401065,0.720790108,0.355
5.64,3.076305,0.4936246,0.43
4.88,2.46419306,0.402783475,0.855
4.73,1.67258479,0.241147933,0.795
5.8,4.248669185,0.615821275,0.325
5.51,3.92851327,0.6136334,0.49
5.2,3.009576315,0.437753342,0.695
5.16,3.219943905,0.383206142,0.65
5.88,4.070870615,0.564655408,0.33
5.73,3.580444265,0.519600608,0.37
4.83,1.49671477,0.17370625,0.77
4.84,0.898262635,0.2134819,0.735
5.53,3.22310011,0.707754958,0.455
5.4,2.22018431,0.4700694,0.53
4.48,1.659912865,0.371425092,1.085
4.77,1.53427559,0.31468065,0.88
5.88,5.26572261,0.891211283,0.33
5.43,3.512818455,0.6611779,0.575
5.62,3.25450168,0.522398417,0.45
5.98,3.25617188,0.436256058,0.285
5.56,4.22056845,2.885572008,0.39
5.21,4.37847882,4.534459475,0.53
4.66,3.6283911,1.867629242,0.635
5.47,7.026681265,1.641520983,0.425
5.39,5.223571285,4.468410825,0.425
5.95,4.269601755,2.975997175,0.25
5.9,2.949153185,3.030101333,0.29
5.17,3.953375105,3.743182025,0.565
5.43,3.241311315,3.456034367,0.37
5.03,5.398480735,5.942847333,0.465
5.13,3.24491185,0.4882317,1.205
5.14,5.51000628,2.467454108,0.59
4.3,3.47004433,1.378914092,0.69
5,3.53475154,1.506189533,0.465
3.93,2.699715905,1.229122133,1
4.51,5.74553378,2.344762292,0.81
4.98,3.798874225,1.278246042,0.44
5.41,1.64357485,0.35182645,0.25
3.63,1.04424549,0.181962283,0.7
5.74,3.66151623,0.537221258,0.25
5.44,4.943472495,0.735580625,0.66
5.61,7.36633246,1.340667825,0.51
5.23,4.65162926,1.148973367,0.785
5.05,3.990543775,0.700987208,0.86
4.85,3.246542575,0.768703917,0.925
5.64,7.344861785,2.829884408,0.485
5.92,7.861434115,1.662645083,0.33
5.44,5.943464565,1.026182425,0.635
5.4,4.56040378,0.682802917,0.55
5.77,5.956200745,1.190756992,0.255
5.76,4.41885403,0.633233883,0.245
5.48,3.427196715,0.598357033,0.28
5.66,3.49692512,0.892559533,0.255
4.88,3.231396235,0.667487808,0.625
5.37,3.7343708,1.056024317,0.27
5.56,4.376724655,0.88654865,0.265
5.43,3.905511635,0.499461725,0.31
5.37,4.159776545,0.750072017,0.325
5.18,4.154339215,1.392700883,0.425
4.79,1.84581768,0.985007258,0.475
4.13,1.71366191,0.644150633,0.85
5.06,1.32893949,1.623520875,0.405
5.18,2.984616955,1.169615258,0.345
3.5,1.483313775,0.567029833,1.17
5.47,2.045042635,1.586867358,0.25
4.55,1.702675275,0.92926205,0.49
5.47,2.56501331,1.590689142,0.305
5.05,2.503663605,0.878915683,0.43
5.66,2.32107469,1.498798,0.24
5.94,4.04133982,2.363108992,0.19
5.45,2.544444155,2.141034483,0.345
4.35,1.593611865,1.714583292,0.645
4.14,2.702784905,2.225755767,0.685
5.98,2.61193495,2.13218365,0.165
5.66,3.26185053,3.347008692,0.235
5.95,2.76567086,3.27855325,0.21
3.75,1.996584535,0.8295017,0.955
5.29,3.946893725,3.539007983,0.305
4.28,2.036743885,2.111516942,0.53
5.18,3.921745445,4.337130617,0.335
5.53,2.310471645,1.34169665,0.245
5.65,1.813507875,1.204324058,0.29
5.95,2.42218531,2.005401308,0.195
5.86,5.73984601,3.253021067,0.28
5.79,3.422729115,1.803020283,0.195
5.96,2.24389335,1.787438825,0.215
4.79,2.483120145,1.299205675,0.525
5.96,2.25045506,1.861533033,0.19
5.81,1.08249653,0.243511917,0.185
4.89,0.64311562,0.156647842,0.285
4.47,0.792696785,0.230662992,0.34
4.3,0.64754304,0.268859733,0.74
4.25,0.551757425,0.064640283,0.665
4.29,0.686563205,0.093304908,0.625
4.26,0.615650045,0.054992433,0.64
4.27,0.81757434,0.049988825,0.765
4.18,0.552731635,0.033383833,0.735
3.82,0.398121155,0.01872315,0.965
4.04,0.424985195,0.022639425,0.815
3.86,0.469264305,0.029651858,0.9
4.13,0.658148365,0.087270583,0.785
4.2,0.723755865,0.080972725,0.56
4.54,0.578285235,0.05549925,0.305
4.03,0.50849132,0.052513667,0.71
4.17,0.62762075,0.041750833,0.645
3.95,0.72915406,0.047141467,0.855
4.03,0.59760562,0.048459175,0.95
4,0.44716355,0.025035258,0.605
4.18,0.81101366,0.064499342,0.525
3.97,0.688629535,0.0459804,0.88
4.1,0.563335865,0.02571715,0.68
5.36,2.152143435,0.259447392,0.37
4.91,1.53014131,0.210412417,0.485
4.38,3.534487095,2.71756305,0.85
5.63,3.251212795,0.758773783,0.27
4.1,1.407776605,0.430689317,0.49
5.2,2.219111905,0.597553283,0.345
4.99,1.49237767,0.441129758,0.3
5.63,6.041017505,2.800693742,0.455
5.61,5.691975535,4.283649442,0.48
5.1,3.116046995,2.914716542,0.63
5.36,2.97382671,0.13805775,1
4.53,1.785914125,0.253041042,0.775
4.6,1.184114695,0.190024542,0.555
5.86,3.999593395,0.288407392,0.225
4.99,1.619943805,0.146425858,0.575
5.28,4.171084685,0.583130725,0.57
5.24,3.23833062,0.474883267,0.615
5.18,4.34389951,0.456283725,0.725
5.17,4.820262725,0.516718758,0.83
4.89,3.42102971,0.605115992,0.835
4.8,1.626535465,0.30720065,0.565
5.67,2.90730329,0.488821525,0.345
5.38,2.46288129,0.402047742,0.425
4.88,3.465754335,0.438764667,0.8
3.63,2.378068725,0.3730272,2.385
5.67,4.357686115,0.905144767,0.3
5.96,2.425395285,0.53938315,0.22
5.61,2.22810053,1.544852358,0.28
5.15,1.66792909,1.114987733,0.345
5.8,1.429717385,0.260891217,0.21
5.98,1.25518138,0.244982983,0.14
5.17,6.495668525,1.564984767,1
5.57,8.944365705,1.982732975,0.6
4.54,0.89358934,0.128952175,0.305
5.47,1.395588135,0.974874067,0.245
5.04,1.203783295,0.399872383,0.25
4.46,0.77061066,0.124522492,0.25
5.2,1.01325885,0.202125425,0.205
4.15,0.793564755,0.100860092,0.385
4.53,1.439431235,0.306033392,0.36
4.81,1.17636665,0.179439658,0.35
4.44,1.045799395,0.207244133,0.395
4.54,1.041013845,0.14652525,0.345
4.54,0.715615305,0.139209042,0.26
4.24,0.837715825,0.110105325,0.245
4.53,0.49645349,0.104710367,0.2
4.81,0.53381347,0.082913333,0.2
4.25,0.742414075,0.078026492,0.2
4.05,0.764802155,0.094740542,0.31
4.63,0.63448469,0.100594867,0.205
4.42,0.76930804,0.083259725,0.23
5.57,3.25123919,0.575597967,0.44
5.87,3.14994407,0.502909033,0.4
5.96,4.402562275,0.65297285,0.38
5.57,3.63225182,1.661514617,0.41
5.26,2.374176115,1.911098717,0.46
5.38,3.089854025,2.874509858,0.46
5.92,5.428641735,0.857943892,0.44
4.35,5.94816623,1.775173858,2.295
4.6,6.08571823,1.1001304,2.145
4.71,5.91860085,1.208326583,1.695
4.73,1.272207105,0.767577208,0.89
4.74,1.012035605,0.371820933,0.56
3.66,2.046455565,0.802155367,2
4.23,1.315595725,0.816432033,1.07
4.99,1.525310875,0.4765106,0.56
5.343,2.895170365,0.494772242,0.64
5.314,2.18894793,0.390250317,0.58
5.31,4.77138777,0.528495342,0.61
5.53,4.022706825,0.588598392,0.5
5.8,6.768604735,1.728119692,0.5
5.18,8.173793165,1.262279508,1.34
4.87,5.524087485,1.105874733,1.31
4.35,1.36602015,0.437996067,0.84
5.92,5.44515853,0.871500542,0.5
4.64,2.523441455,0.551736767,1.3
5.98,3.142416765,1.011821025,0.36
4.18,0.812281105,0.137119975,0.6
5.51,5.840142615,2.567623275,0.72
5.76,5.73132892,1.307275617,0.51
5.24,2.725744805,0.772418967,0.52
5.67,8.726251955,1.415837933,0.47
5.61,13.66233841,3.19286655,0.76
3.9,3.04666124,0.922601425,3.16
3.92,3.005349245,0.869413517,3.16
4.04,2.90973837,1.412259533,3.1
3.73,1.08955133,0.409063767,1.1
5.28,1.8647806,0.467834642,0.31
4.8,1.488284955,0.3753996,0.445
3.75,0.790564265,0.1395094,0.57
4.84,0.86324261,0.252318075,0.3
4.42,1.03557843,0.248757575,0.49
4.89,0.49797955,0.139334358,0.285
5.97,3.45037678,0.66506165,0.215
5.9,2.95247418,0.5658301,0.27
5.87,3.928084285,0.80128,0.3
5.59,3.926373685,0.806889325,0.375
5.57,4.967311205,0.443909775,0.43
4.79,3.663833955,1.243468767,0.63
4.97,4.39264046,1.9699888,0.47
4.89,2.504585915,0.730945508,0.52
5.55,0.713828745,0.35261705,0.31
4.53,1.68805224,0.609031033,0.52
5.25,3.235560685,1.002329842,0.355
5.33,4.643972475,2.862382058,0.43
5.09,1.82749509,0.625025983,0.355
4.84,3.047137495,1.8963097,0.465
4.6,2.5237697,0.827956383,0.56
5.58,3.447269545,2.97843255,0.235
4.33,3.30567186,1.240693892,0.515
4.75,2.351861065,0.86701105,0.41
5.77,3.986594665,1.464495767,0.27
5.6,2.400187065,0.798334592,0.325
5.91,5.625572135,2.472507783,0.205
5.28,2.266581785,0.675182283,0.34
5.3,4.37809029,2.184408958,0.365
5.38,2.31139265,0.715282392,0.32
5.35,4.32814204,1.459080908,0.32
4.89,2.92827081,1.050453342,0.42
5.2,5.768054695,3.274461758,0.35
4.96,0.723405535,0.133727692,0.22
4.69,0.554268875,0.112381683,0.17
4.53,0.59094576,0.134391608,0.31
4.3,0.611846735,0.118012742,0.315
5.32,7.847805285,0.743753908,6.0636
4.7,0.830646475,0.140723567,0.318
4.49,1.115526975,0.410809792,0.5724
4.5,0.793225885,0.139256208,0.3392
5.8,1.498236755,0.30412835,0.1484
4.51,0.96457137,0.132366958,0.3604
3.94,0.586475005,0.085575492,0.4028
4.72,2.3246045,0.338138808,0.9328
5.62,4.628174695,0.491870258,0.3816
4.97,2.951331595,0.391083192,0.7844
5.12,4.74436588,0.672423408,0.8904
5.77,5.944334035,0.981894683,0.43032
5.07,4.50214046,0.7795475,0.64548
6.2,6.392075825,1.010125558,0.17604
5.38,5.31756994,2.376985892,0.50856
5.48,5.188301305,4.761603675,0.489
5.81,9.561023035,8.208894167,0.43032
5.6,6.381155925,7.372101925,0.56724
4.89,5.31345026,8.725921517,0.6846
3.41,1.81035249,0.751784008,1.13448
5.83,2.249977405,0.291138575,0.23472
5,1.964293705,0.678505917,0.54768
5.24,2.4111898,0.532708275,0.60636
5.55,2.791309515,0.709059258,0.3912
5.1,2.875971075,0.926465292,0.5868
5.56,3.104463245,0.567644525,0.37164
5.81,3.575718565,0.454383125,0.2934
3.59,4.83942753,1.484657525,2.36676
4.93,9.121469405,1.403722067,1.05624
5.69,4.5345719,0.468656692,0.41076
4.29,5.46928371,1.088148175,1.70172
5.83,2.19442275,0.323223167,0.27384
5.8,1.945410445,0.215790217,0.23472
5.7,1.62150682,0.164117675,0.2934
5.99,2.152364875,0.206989775,0.23472
4.45,2.94216577,0.474864233,1.25184
5.66,2.895903095,0.333478692,0.43032
5.05,3.964495745,0.392727392,0.70416
5.76,8.19376587,0.878364508,0.44988
5.1,4.300446845,0.268971833,0.6846
5.51,4.59066803,0.4580893,0.50856
3.93,3.50426615,1.454548475,3.54036
3.97,2.632160685,1.31197505,3.18828
3.96,3.240290545,2.08823855,2.32764
3.87,0.803378525,0.084008017,0.54768
3.95,0.71396272,0.09081365,0.56724
3.99,0.87679447,0.218535358,0.66504
3.97,0.91505664,0.261751108,0.64548
5.8,13.84336281,1.128563067,0.44988
4.99,1.054682885,0.144934058,0.2934
5.89,11.80512053,3.288447308,0.35208
5.1,6.964033675,2.068622108,0.84108
5.17,9.03472408,2.262229192,0.82152
5.45,6.602770415,2.341286033,0.62592
5.35,6.2330242,2.071385342,0.66504
5.4,5.80811708,2.098519833,0.62592
5.68,11.3352119,3.8515531,0.50856
5.34,4.1041677,1.048631708,0.54768
5.42,3.660829495,0.946803658,0.46944
5.29,4.286093735,1.133286158,0.62592
4.94,3.79614318,0.827823142,0.84108
5.02,3.9870152,0.818645358,0.74328
5.75,7.4931891,1.411744358,0.43032
5.1,4.09994238,1.272405467,0.72372
5.27,4.34804783,1.371381033,0.60636
6.42,21.103776,3.35033505,0.3912
6.47,21.0910526,3.068854025,0.2934
5.8,5.16913637,1.358108775,0.46944
6.25,8.41743157,2.006510492,0.2934
4.95,2.532685815,0.82558885,0.50856
5.02,2.483167215,0.671906733,0.52812
5.96,4.669467715,0.873028517,0.2934
5.86,5.77994632,1.201694858,0.31296
5.11,1.94956094,0.686974175,0.3912
5.48,1.314972935,0.451452283,0.2934
5.71,3.534966305,0.915332317,0.3912
5.86,3.79467148,1.05417315,0.37164
5.66,4.930292775,0.851952392,0.33252
5.7,2.736435895,0.890390192,0.3912
5.74,3.173837895,1.300566017,0.33252
5.96,4.760376415,0.70980565,0.31296
5.22,4.121683445,0.771572617,0.66504
5.19,3.40675885,0.743333525,0.72372
4.51,4.776625,1.310894233,1.81908
4.26,3.893053075,1.003410408,1.77996
3.04,0.92852528,0.225015342,2.87532
3.36,1.32170399,0.31088155,3.16872
3.32,1.25229779,0.272656425,2.52324
3.95,3.068207515,0.460537608,1.38876
3.12,1.52263363,0.340055817,4.61616
3.19,1.689140485,0.297776167,3.8142
4.55,4.47917738,1.484102825,3.24696
4.88,3.05721633,1.23229275,0.983868
4.29,3.6207083,0.682896233,1.15404
3.47,1.2880767,0.195448133,1.956
3.1,0.66215323,0.172535233,3.07092
4.25,2.986482505,0.36028485,1.25184
3.28,0.66618592,0.130338167,2.1516
3.56,1.25812197,0.312454792,2.17116
3.71,1.345542325,0.2252555,1.68216
3.06,1.085364215,0.242545683,2.19072
4.41,5.80528104,1.207225508,1.956
4.07,4.009864195,0.898123192,2.32764
3.76,3.391207575,0.62906625,2.79708
3.47,3.42462746,0.572897033,4.5477
3.96,3.84793228,0.626375158,2.6406
4.16,4.01869175,0.987381208,2.13204
4.11,3.513737545,0.581166933,2.17116
4.53,3.2239529,0.572682233,0.985824
5.42,8.154868235,0.973320017,0.8802
4.4,5.129435415,0.893776242,1.72128
4.84,7.096540805,1.042602133,1.5648
4.66,4.397171025,0.729363142,1.467
4.87,5.4256648,0.99349085,1.2714
4.56,3.70754856,0.708080583,1.38876
4.6,3.98264453,0.7288167,1.23228
5.18,3.805957795,0.707786633,0.80196
4.77,2.997638815,0.9244454,0.979956
4.63,2.8565027,0.74109515,0.981912
4.91,3.61798871,0.816621725,0.985824
3.91,2.72167261,0.59431955,2.5428
3.7,0.84521166,0.158317533,1.8582
4.25,1.672580785,0.483413442,1.34964
3.76,1.29671923,0.333862358,2.1516
3.59,0.94852997,0.196234067,1.956
4.68,2.612008435,0.790026283,1.1736
3.89,1.791950185,0.266272608,1.74084
5.83,6.97375322,0.9111038,0.54768
5.58,5.06663732,0.907789367,0.64548
5.7,7.44027408,1.255498267,0.54768
4.53,4.938683815,0.715938892,1.467
5.45,7.26470166,0.938428792,0.76284
5.47,7.32839693,1.266210517,0.7824
6.62,10.53493851,0.710875583,0.7824
5.04,5.004648855,0.881261733,1.0758
5.04,4.535944935,0.922000667,0.985824
